alter,automarke,modell,preis,geschlecht
43,Mitsubishi,ASX,29124,Männlich
66,Land Rover,Evoque,105529,Weiblich
69,Tesla,Model 3,26655,Weiblich
42,Volvo,V90,66382,Männlich
27,Peugeot,208,7131,Männlich
35,Nissan,Leaf,19325,Weiblich
26,Volvo,S60,61849,Männlich
74,Peugeot,Partner,12789,Männlich
47,Ford,Mustang,37147,Männlich
37,Ford,Kuga,12896,Männlich
56,Audi,A6,21141,Weiblich
55,Citroen,C3,24714,Weiblich
54,Mercedes,GLS,93390,Weiblich
67,Kia,Seltos,39194,Weiblich
55,Nissan,Leaf,38110,Männlich
43,Subaru,Impreza,38018,Weiblich
45,Mitsubishi,L200,33361,Männlich
15,Land Rover,Discovery,27041,Männlich
62,BMW Motorrad,S1000RR,22998,Männlich
68,Tesla,Model 3,74018,Männlich
37,Ford,Mustang,28954,Weiblich
49,Porsche,911,164266,Weiblich
46,Alfa Romeo,MiTo,15550,Weiblich
76,Volvo,V90,63534,Weiblich
29,Alfa Romeo,Giulia,52418,Männlich
68,Volkswagen,Passat,42049,Männlich
65,Peugeot,5008,12728,Weiblich
24,Subaru,Outback,25337,Männlich
22,Volvo,XC40,67292,Weiblich
76,Subaru,XV,16614,Weiblich
76,Peugeot,208,29848,Männlich
60,Citroen,C5 Aircross,9138,Weiblich
16,Mazda,Mazda3,25753,Weiblich
73,Renault,Talisman,12836,Weiblich
60,Mercedes,C-Klasse,71363,Männlich
35,Skoda,Kodiaq,13989,Männlich
73,Jeep,Renegade,62602,Männlich
39,Kia,Niro,28863,Weiblich
74,BMW Motorrad,R1250GS,11507,Männlich
60,Ford,Mondeo,29089,Weiblich
69,Peugeot,3008,8121,Weiblich
62,BMW Motorrad,R1250GS,23645,Weiblich
40,Citroen,C5 Aircross,9987,Männlich
58,Honda,Accord,25110,Männlich
58,Volkswagen,Golf,21831,Weiblich
57,Citroen,C3,23887,Männlich
66,Renault,Koleos,8017,Männlich
58,Peugeot,508,14566,Männlich
48,Citroen,C3,23018,Männlich
25,Skoda,Kamiq,17658,Weiblich
17,Peugeot,508,24249,Weiblich
25,Subaru,Forester,39240,Weiblich
49,Skoda,Octavia,17592,Weiblich
57,Ford,Mustang,20614,Weiblich
26,Kia,Seltos,20651,Männlich
18,BMW Motorrad,R1200GS,11735,Weiblich
53,Citroen,C5 Aircross,15138,Weiblich
33,Toyota,RAV4,38024,Weiblich
52,Land Rover,Discovery,37558,Männlich
43,Land Rover,Range Rover,53132,Weiblich
23,Honda,HR-V,13906,Männlich
53,Skoda,Kodiaq,14663,Männlich
61,Mitsubishi,ASX,23706,Weiblich
36,Land Rover,Evoque,28983,Weiblich
15,Porsche,Macan,163919,Männlich
25,Volvo,XC40,73323,Weiblich
29,Ford,Fiesta,33497,Männlich
37,Porsche,911,61431,Männlich
69,Kia,Ceed,33191,Weiblich
49,Alfa Romeo,Giulietta,19621,Weiblich
23,BMW,Z4,112426,Weiblich
74,Mercedes,B-Klasse,94413,Weiblich
25,Tesla,Model X,61637,Weiblich
18,Skoda,Superb,42302,Weiblich
56,Volvo,XC40,69541,Weiblich
37,Tesla,Model Y,63315,Weiblich
42,Mazda,Mazda6,36264,Weiblich
22,Alfa Romeo,Giulia,26668,Männlich
40,Tesla,Model Y,34977,Männlich
28,Toyota,C-HR,52876,Weiblich
29,Citroen,C3 Aircross,6233,Männlich
40,Citroen,C5 Aircross,11835,Weiblich
17,Jeep,Wrangler,51130,Weiblich
16,Kia,Sportage,27991,Weiblich
78,BMW,Z4,115273,Männlich
24,Tesla,Model Y,67512,Männlich
73,Volvo,V90,40119,Weiblich
24,Toyota,RAV4,46622,Weiblich
51,Tesla,Model X,34946,Männlich
71,Kia,Sportage,40882,Männlich
49,Renault,Captur,13842,Männlich
54,Opel,Insignia,11182,Weiblich
49,Mazda,Mazda2,21952,Männlich
54,Opel,Astra,19324,Weiblich
21,Mercedes,GLE,136548,Weiblich
57,Alfa Romeo,Giulietta,46010,Männlich
64,Hyundai,Tucson,17363,Männlich
21,Mitsubishi,Space Star,19311,Männlich
62,Volvo,V90,49193,Weiblich
50,Porsche,Panamera,184073,Männlich
47,Alfa Romeo,Giulietta,24088,Weiblich
46,Mercedes,A-Klasse,53554,Weiblich
25,Skoda,Kodiaq,16724,Weiblich
29,Toyota,Land Cruiser,43379,Männlich
73,Porsche,Taycan,77569,Weiblich
71,Audi,Q8,43129,Männlich
75,Jeep,Cherokee,26201,Männlich
38,Kia,Ceed,35855,Männlich
40,Mazda,Mazda2,37436,Männlich
50,Toyota,Corolla,15783,Weiblich
53,Peugeot,Partner,13458,Weiblich
22,Skoda,Kamiq,33176,Weiblich
73,Honda,Civic,23656,Männlich
32,BMW,5er,91999,Weiblich
47,Alfa Romeo,Giulia,21419,Weiblich
72,Hyundai,Santa Fe,31861,Weiblich
75,Mazda,Mazda6,38174,Weiblich
69,Porsche,Panamera,155694,Weiblich
39,Honda,HR-V,24747,Männlich
44,Peugeot,508,15388,Männlich
53,Jeep,Cherokee,24756,Männlich
33,Land Rover,Range Rover,56708,Weiblich
18,Mitsubishi,Space Star,24005,Männlich
42,Porsche,Macan,183570,Männlich
31,Volvo,S60,20164,Männlich
40,Alfa Romeo,Giulietta,25918,Weiblich
22,Skoda,Fabia,17301,Männlich
65,Opel,Corsa,16335,Männlich
40,Jeep,Renegade,15981,Weiblich
31,Nissan,Micra,25701,Weiblich
77,Renault,Megane,11178,Männlich
27,Porsche,Macan,112942,Weiblich
28,Opel,Mokka,14442,Männlich
29,Alfa Romeo,Giulia,18765,Weiblich
67,Honda,CR-V,25578,Männlich
40,Honda,CR-V,29873,Männlich
74,Honda,HR-V,25911,Männlich
60,Hyundai,Nexo,39932,Weiblich
60,Renault,Kadjar,21933,Weiblich
31,Citroen,C3 Aircross,8798,Weiblich
44,Mazda,Mazda2,16437,Männlich
19,Porsche,Cayenne,71015,Weiblich
66,Opel,Mokka,24728,Männlich
15,Skoda,Octavia,18668,Männlich
26,Volkswagen,Sharan,58515,Männlich
47,BMW,1er,100822,Weiblich
21,Audi,Q7,22821,Männlich
43,Mercedes,GLE,146335,Männlich
21,Jeep,Renegade,41791,Männlich
27,Mitsubishi,Space Star,19028,Weiblich
37,Subaru,XV,31435,Weiblich
79,Volkswagen,Polo,43252,Weiblich
72,Renault,Koleos,14758,Weiblich
68,Nissan,Navara,14655,Männlich
39,Nissan,Juke,25779,Weiblich
36,BMW,i3,85722,Männlich
23,Mitsubishi,Space Star,19087,Männlich
50,Volkswagen,Arteon,60684,Männlich
57,Peugeot,208,25211,Weiblich
39,Ford,Mondeo,38755,Weiblich
25,Tesla,Model Y,48718,Männlich
42,Alfa Romeo,MiTo,68251,Weiblich
21,Peugeot,208,28258,Männlich
76,Volvo,XC90,27453,Weiblich
50,Jeep,Renegade,57110,Männlich
20,Skoda,Kodiaq,25926,Männlich
39,Kia,Sportage,40886,Männlich
33,Mercedes,S-Klasse,53237,Weiblich
68,Renault,Kadjar,25133,Männlich
56,Renault,Captur,34360,Männlich
36,Land Rover,Range Rover,99046,Weiblich
17,Peugeot,5008,9732,Männlich
34,Volkswagen,Sharan,13551,Männlich
53,Toyota,Yaris,17388,Weiblich
74,Tesla,Model 3,73563,Männlich
32,Kia,Niro,37573,Weiblich
54,Honda,Accord,11149,Männlich
32,Renault,Captur,34418,Weiblich
25,Tesla,Model S,49334,Männlich
66,Land Rover,Range Rover,33539,Männlich
75,Nissan,Juke,38001,Weiblich
21,BMW Motorrad,R1250GS,22887,Männlich
28,Honda,Accord,9693,Weiblich
19,Volkswagen,Tiguan,43108,Weiblich
52,Volkswagen,Sharan,31673,Männlich
51,BMW Motorrad,S1000RR,11395,Männlich
38,Volkswagen,Passat,66967,Männlich
25,Toyota,Yaris,40776,Männlich
35,BMW,X3,21867,Weiblich
53,Audi,Q7,27523,Männlich
27,BMW,1er,18137,Männlich
40,Volkswagen,Polo,41123,Männlich
17,Alfa Romeo,Stelvio,78930,Männlich
53,Alfa Romeo,Stelvio,24618,Weiblich
34,Ford,Fiesta,10928,Männlich
29,Land Rover,Discovery,42381,Männlich
66,Porsche,Cayenne,142165,Männlich
15,Citroen,C3 Aircross,14165,Weiblich
74,Toyota,RAV4,40605,Männlich
15,Mitsubishi,ASX,21216,Weiblich
51,Ford,Fiesta,10337,Männlich
53,Audi,A5,101822,Männlich
69,Volkswagen,Touareg,19595,Männlich
79,Honda,Civic,8006,Männlich
73,Nissan,Qashqai,10882,Männlich
48,Subaru,XV,36038,Weiblich
31,Volkswagen,Polo,23297,Weiblich
42,Renault,Clio,25292,Männlich
37,Land Rover,Evoque,31828,Weiblich
76,Ford,Fiesta,26391,Männlich
51,Kia,Niro,24023,Männlich
80,Opel,Mokka,24155,Weiblich
18,Land Rover,Range Rover,112142,Weiblich
42,Opel,Insignia,18520,Männlich
37,Hyundai,i30,32865,Weiblich
52,Renault,Talisman,18961,Weiblich
28,Ford,Focus,16562,Männlich
62,BMW Motorrad,R1200GS,13420,Weiblich
20,Peugeot,3008,10527,Männlich
46,Ford,Fiesta,28366,Männlich
33,Ford,Mustang,24785,Weiblich
72,Volkswagen,ID.4,45822,Weiblich
52,Honda,Civic,14172,Weiblich
18,Peugeot,Partner,19024,Männlich
45,Hyundai,i20,29456,Männlich
20,BMW,X5,98372,Männlich
75,Citroen,C5 Aircross,11432,Männlich
39,Mazda,Mazda2,27376,Männlich
41,Opel,Zafira,28661,Weiblich
80,Peugeot,308,28096,Männlich
75,Mitsubishi,ASX,25582,Weiblich
56,Toyota,Corolla,48572,Weiblich
75,Land Rover,Evoque,81838,Männlich
45,Land Rover,Defender,53400,Männlich
69,Subaru,Forester,37903,Männlich
30,Tesla,Model X,68286,Männlich
19,Opel,Zafira,9843,Weiblich
58,Land Rover,Range Rover,68764,Männlich
26,Subaru,Outback,12830,Weiblich
46,Land Rover,Range Rover,41970,Weiblich
42,Volkswagen,Tiguan,37843,Weiblich
40,BMW Motorrad,F900R,8403,Weiblich
17,Skoda,Scala,21035,Weiblich
76,Nissan,Juke,46923,Männlich
50,Renault,Koleos,27305,Weiblich
36,Volkswagen,ID.4,31639,Weiblich
38,Hyundai,Tucson,18068,Weiblich
76,Citroen,C5 Aircross,17234,Weiblich
40,Audi,A5,96427,Weiblich
77,Volvo,XC90,36251,Weiblich
65,Skoda,Superb,18047,Weiblich
78,Porsche,Macan,115341,Weiblich
79,Peugeot,208,26260,Männlich
16,Land Rover,Evoque,43141,Männlich
35,Ford,Mondeo,33166,Männlich
63,BMW,X3,102717,Männlich
32,Jeep,Grand Cherokee,16517,Männlich
72,Mercedes,E-Klasse,24827,Weiblich
71,Land Rover,Evoque,68957,Weiblich
62,Ford,Focus,11090,Weiblich
63,Honda,Civic,19122,Männlich
53,Skoda,Kodiaq,19066,Weiblich
38,Honda,Accord,11698,Weiblich
45,Ford,Kuga,11120,Männlich
17,Mazda,Mazda3,21117,Männlich
45,Subaru,XV,31536,Weiblich
58,Honda,Civic,31477,Männlich
27,Volvo,XC40,64802,Männlich
65,Alfa Romeo,MiTo,33434,Weiblich
77,Toyota,Camry,32139,Männlich
66,Alfa Romeo,Giulietta,47291,Männlich
78,Renault,Megane,20263,Weiblich
29,Tesla,Model Y,32188,Weiblich
65,BMW Motorrad,S1000RR,16492,Männlich
42,Skoda,Kodiaq,34795,Weiblich
64,Kia,Seltos,28457,Weiblich
35,BMW,X5,39625,Weiblich
38,Porsche,Taycan,71987,Weiblich
24,BMW Motorrad,S1000RR,9080,Männlich
48,Volkswagen,Arteon,11913,Männlich
47,Tesla,Model Y,42578,Männlich
74,Subaru,Outback,21711,Weiblich
21,Kia,Rio,10265,Männlich
19,BMW Motorrad,R1200GS,5375,Männlich
67,Skoda,Kamiq,18510,Weiblich
27,Subaru,XV,37013,Weiblich
37,BMW,4er,52733,Männlich
64,Mazda,CX-5,36648,Männlich
57,Citroen,C3 Aircross,26211,Weiblich
67,Jeep,Compass,32900,Männlich
68,Citroen,C3 Aircross,13692,Männlich
58,Land Rover,Evoque,95755,Männlich
47,Audi,Q3,74840,Männlich
38,Opel,Mokka,23700,Männlich
63,Honda,Accord,22554,Weiblich
41,Audi,Q3,21292,Männlich
37,Skoda,Superb,35902,Männlich
53,Porsche,Panamera,134595,Männlich
42,Skoda,Scala,33456,Weiblich
55,Jeep,Wrangler,53828,Männlich
77,Audi,A4,95131,Männlich
44,Mazda,CX-5,19964,Weiblich
37,Kia,Stonic,33744,Männlich
48,Porsche,911,145685,Weiblich
67,Citroen,C4,28241,Männlich
34,Opel,Insignia,20036,Männlich
41,Volkswagen,Arteon,33049,Männlich
79,Skoda,Scala,25632,Weiblich
26,Toyota,Land Cruiser,53067,Weiblich
79,Renault,Megane,8117,Weiblich
61,Mercedes,GLS,124783,Männlich
47,Porsche,Macan,171667,Männlich
27,Toyota,C-HR,53924,Weiblich
38,BMW,X1,61746,Weiblich
44,Mitsubishi,Space Star,34670,Männlich
63,Mitsubishi,Space Star,31494,Weiblich
69,Tesla,Model Y,32508,Weiblich
23,Mazda,Mazda6,25951,Männlich
49,Skoda,Kamiq,23819,Weiblich
43,Jeep,Renegade,66065,Männlich
49,Alfa Romeo,Giulia,77462,Männlich
16,Citroen,C3 Aircross,15587,Männlich
76,Hyundai,Kona,10742,Weiblich
59,Renault,Megane,18946,Männlich
70,Honda,CR-V,28582,Weiblich
76,Alfa Romeo,Giulia,29924,Weiblich
24,Jeep,Grand Cherokee,56595,Weiblich
69,BMW,7er,77614,Männlich
80,BMW,i3,74569,Männlich
60,Audi,Q5,18631,Weiblich
26,BMW,X5,68079,Weiblich
67,Toyota,C-HR,35780,Weiblich
28,Subaru,XV,40852,Männlich
29,BMW,3er,51443,Männlich
59,Toyota,Yaris,45746,Männlich
57,Nissan,Navara,22934,Weiblich
65,Mitsubishi,ASX,32827,Männlich
21,Porsche,Macan,75745,Weiblich
69,Jeep,Compass,65408,Männlich
37,BMW Motorrad,F900R,22929,Männlich
40,Nissan,Leaf,12107,Männlich
57,Renault,Kadjar,29707,Weiblich
37,Porsche,Cayenne,101054,Weiblich
69,Mercedes,A-Klasse,33245,Weiblich
73,Tesla,Model 3,41565,Weiblich
61,Mercedes,GLS,107507,Weiblich
51,Kia,Seltos,34624,Männlich
31,Ford,Mustang,27684,Weiblich
63,Toyota,Yaris,29079,Weiblich
76,Honda,Jazz,28677,Männlich
78,Subaru,Impreza,26122,Männlich
80,Alfa Romeo,Stelvio,48493,Männlich
27,Mazda,CX-5,21994,Weiblich
23,Honda,CR-V,10117,Männlich
54,Skoda,Kamiq,43359,Weiblich
42,Volkswagen,ID.3,12133,Männlich
38,Alfa Romeo,MiTo,21325,Männlich
44,Opel,Corsa,15152,Männlich
63,Kia,Seltos,26761,Weiblich
53,BMW Motorrad,S1000RR,24102,Männlich
56,Porsche,Panamera,56863,Männlich
23,Skoda,Octavia,40315,Männlich
76,Tesla,Model X,38315,Weiblich
18,Ford,Mustang,24005,Männlich
35,Hyundai,Nexo,44098,Weiblich
18,Skoda,Fabia,28479,Weiblich
17,Renault,Clio,26868,Männlich
16,Tesla,Model S,60590,Weiblich
29,Peugeot,508,20536,Weiblich
28,Toyota,Camry,32214,Männlich
46,Mitsubishi,Space Star,37629,Weiblich
49,Ford,Kuga,21850,Männlich
26,Citroen,C5,20600,Männlich
73,Jeep,Compass,45887,Männlich
63,Kia,Stonic,8527,Weiblich
16,Porsche,Macan,93148,Weiblich
65,BMW,X6,102533,Männlich
46,Subaru,Forester,29372,Weiblich
56,BMW,2er,47859,Männlich
31,Volvo,XC40,68322,Weiblich
47,Jeep,Compass,61063,Männlich
48,Kia,Rio,40192,Männlich
61,Renault,Clio,20322,Weiblich
47,Audi,Q7,38868,Weiblich
70,Citroen,C4,23197,Männlich
65,Opel,Astra,15031,Männlich
58,Jeep,Cherokee,55551,Weiblich
45,Mazda,CX-5,18117,Männlich
62,Audi,A8,84645,Weiblich
27,Land Rover,Defender,48401,Männlich
71,Jeep,Grand Cherokee,65720,Männlich
16,Mitsubishi,L200,38651,Weiblich
66,Skoda,Kamiq,38745,Weiblich
34,BMW Motorrad,F900R,17929,Weiblich
75,Audi,A6,32528,Weiblich
16,Toyota,Yaris,51166,Weiblich
30,Land Rover,Evoque,35836,Männlich
37,Subaru,Forester,34982,Weiblich
55,Subaru,XV,10272,Weiblich
31,Land Rover,Defender,87119,Weiblich
29,Land Rover,Range Rover,92852,Männlich
71,Renault,Talisman,10147,Weiblich
64,Nissan,Micra,37654,Weiblich
47,Ford,Focus,17154,Weiblich
52,Volvo,XC90,68215,Weiblich
26,BMW Motorrad,S1000RR,19427,Weiblich
77,Jeep,Renegade,31577,Weiblich
34,Renault,Koleos,22325,Weiblich
35,Volkswagen,Passat,20611,Männlich
23,Opel,Astra,18924,Männlich
47,Volkswagen,ID.4,49853,Männlich
72,Opel,Astra,26615,Männlich
55,Kia,Seltos,37401,Männlich
49,Ford,Kuga,29376,Männlich
68,Audi,Q5,55867,Männlich
55,Nissan,Leaf,18196,Weiblich
75,Honda,CR-V,10981,Weiblich
75,Nissan,Juke,34753,Männlich
73,Honda,HR-V,11692,Männlich
19,Mazda,Mazda6,21689,Weiblich
46,Toyota,Yaris,54417,Weiblich
25,Skoda,Fabia,27565,Männlich
42,Renault,Clio,28619,Weiblich
73,Hyundai,Kona,17734,Weiblich
72,Mercedes,GLC,58284,Männlich
49,Audi,A6,19513,Männlich
78,Opel,Insignia,16966,Männlich
70,Volkswagen,Touran,47131,Männlich
46,BMW Motorrad,R1200GS,16623,Männlich
50,Skoda,Kamiq,30226,Männlich
32,Honda,Accord,23133,Männlich
50,Mitsubishi,ASX,28937,Männlich
23,Land Rover,Range Rover,59247,Männlich
73,Citroen,C4,28264,Männlich
43,Volkswagen,Passat,66937,Männlich
67,Honda,Jazz,30467,Männlich
44,Toyota,C-HR,51764,Männlich
23,Hyundai,i10,28322,Männlich
53,Audi,A3,109149,Weiblich
49,Mercedes,A-Klasse,81191,Männlich
44,Mercedes,AMG GT,103430,Männlich
29,Skoda,Scala,19053,Männlich
20,Porsche,Taycan,57443,Männlich
77,Renault,Captur,14997,Männlich
56,Mercedes,S-Klasse,59765,Weiblich
65,Kia,Sportage,20603,Weiblich
65,Mercedes,B-Klasse,73723,Männlich
33,Honda,Civic,19858,Männlich
40,Porsche,Taycan,190288,Weiblich
66,Kia,Sportage,19405,Weiblich
48,Volvo,XC90,36769,Weiblich
39,Tesla,Model 3,36899,Weiblich
30,Alfa Romeo,Giulietta,41996,Männlich
23,Audi,Q5,106311,Weiblich
40,Honda,Accord,28160,Weiblich
43,Hyundai,i20,34059,Männlich
52,Audi,A3,103381,Männlich
53,Volvo,XC90,33184,Männlich
26,Subaru,Impreza,19143,Weiblich
57,Mitsubishi,ASX,16235,Männlich
62,Land Rover,Discovery,85459,Weiblich
54,Ford,Edge,26017,Männlich
48,Volkswagen,Golf,27781,Männlich
16,Opel,Insignia,22603,Weiblich
63,Porsche,911,156740,Männlich
77,Toyota,Corolla,54180,Weiblich
64,Volvo,XC60,47831,Weiblich
77,BMW Motorrad,R1250GS,20708,Männlich
26,Jeep,Cherokee,68714,Männlich
48,Toyota,RAV4,32916,Weiblich
32,Mercedes,GLA,60712,Männlich
31,Renault,Kadjar,25302,Weiblich
64,Opel,Insignia,19935,Männlich
70,Honda,Jazz,20297,Männlich
45,Renault,Megane,13507,Männlich
31,Volvo,XC90,28792,Weiblich
40,BMW,5er,24971,Weiblich
46,Honda,Accord,12468,Weiblich
78,Toyota,Camry,43450,Weiblich
32,BMW Motorrad,S1000RR,9150,Männlich
74,Honda,HR-V,8091,Weiblich
37,Citroen,C3,14495,Männlich
16,Opel,Corsa,14495,Weiblich
39,Mercedes,S-Klasse,39553,Weiblich
76,Kia,Sportage,35947,Männlich
23,Kia,Stonic,8131,Weiblich
25,Skoda,Octavia,18192,Männlich
68,Ford,Kuga,30537,Männlich
30,Mercedes,GLA,38393,Weiblich
29,Mazda,Mazda3,31956,Männlich
48,Subaru,Impreza,29333,Männlich
61,Citroen,C5,5618,Weiblich
56,Jeep,Wrangler,53359,Weiblich
76,Tesla,Model X,78983,Weiblich
73,Subaru,XV,12842,Weiblich
44,Mazda,Mazda2,19005,Männlich
47,Mazda,Mazda6,31770,Weiblich
21,Mazda,Mazda6,24920,Männlich
36,Subaru,XV,42902,Weiblich
70,Opel,Corsa,8206,Weiblich
46,Renault,Megane,30632,Weiblich
30,Opel,Mokka,26464,Männlich
74,Nissan,Micra,26114,Männlich
28,Mitsubishi,Outlander,14197,Weiblich
29,Hyundai,Santa Fe,35833,Weiblich
31,Kia,Sportage,31225,Weiblich
45,Mitsubishi,Space Star,33980,Männlich
65,Nissan,X-Trail,10646,Männlich
44,Alfa Romeo,Stelvio,19372,Weiblich
32,BMW Motorrad,R1200GS,17736,Männlich
19,Toyota,C-HR,51893,Weiblich
65,Nissan,Juke,21444,Männlich
15,Volkswagen,Golf,20226,Weiblich
19,Tesla,Model Y,78968,Männlich
20,Subaru,Forester,42627,Männlich
70,Honda,HR-V,28687,Männlich
22,Opel,Mokka,8449,Weiblich
80,Ford,Fiesta,9297,Weiblich
65,Alfa Romeo,Giulietta,53815,Weiblich
31,Honda,HR-V,28427,Männlich
72,Kia,Rio,30943,Weiblich
38,Mazda,Mazda6,27219,Männlich
56,Jeep,Renegade,38150,Weiblich
47,Hyundai,i30,18698,Weiblich
26,BMW Motorrad,F900R,18643,Männlich
15,Skoda,Octavia,24021,Weiblich
67,Porsche,Taycan,83628,Weiblich
40,Volkswagen,Polo,52563,Männlich
60,Volkswagen,ID.3,41137,Männlich
61,Renault,Kadjar,18821,Weiblich
40,Honda,Accord,19216,Männlich
65,Peugeot,508,9871,Weiblich
40,Hyundai,i30,12393,Weiblich
28,Subaru,XV,34833,Männlich
75,Tesla,Model Y,65308,Männlich
20,Tesla,Model Y,49079,Weiblich
24,Peugeot,Partner,27065,Männlich
48,Opel,Grandland,16142,Männlich
37,Mitsubishi,Outlander,32574,Männlich
49,BMW,X6,46634,Weiblich
34,Honda,Civic,13584,Männlich
57,Peugeot,508,7811,Weiblich
65,Mitsubishi,L200,24593,Weiblich
23,Subaru,Outback,26334,Männlich
66,Toyota,C-HR,10640,Männlich
16,Toyota,Yaris,51237,Weiblich
76,Renault,Koleos,13691,Weiblich
63,Audi,Q7,58807,Männlich
46,Subaru,XV,13205,Männlich
71,Skoda,Kamiq,29137,Weiblich
61,Renault,Captur,5943,Weiblich
49,Peugeot,Partner,16195,Weiblich
69,Volvo,V90,51110,Weiblich
21,Opel,Astra,10861,Männlich
33,Jeep,Compass,51626,Männlich
34,Ford,Fiesta,19248,Weiblich
50,Peugeot,308,12368,Männlich
60,Opel,Corsa,10580,Männlich
56,BMW,5er,89056,Weiblich
28,Opel,Mokka,16246,Männlich
73,Mercedes,C-Klasse,104919,Weiblich
69,Mazda,Mazda2,21996,Weiblich
58,BMW Motorrad,R1250GS,16856,Weiblich
65,BMW Motorrad,R1200GS,9370,Männlich
53,Toyota,Camry,45518,Männlich
78,Ford,Kuga,26410,Weiblich
39,Hyundai,Tucson,44996,Weiblich
31,Volvo,XC90,77417,Männlich
43,Porsche,Macan,122127,Männlich
57,Renault,Megane,24192,Männlich
50,BMW Motorrad,F900R,16852,Männlich
28,Citroen,C3,6780,Männlich
16,Audi,Q7,103573,Weiblich
33,BMW Motorrad,R1200GS,16490,Männlich
39,Land Rover,Evoque,104094,Männlich
69,Toyota,Corolla,47471,Männlich
62,Mazda,CX-5,28803,Männlich
35,Volvo,XC40,25249,Männlich
51,Volkswagen,Tiguan,43404,Weiblich
73,BMW Motorrad,R1250GS,22371,Weiblich
59,Peugeot,208,26461,Männlich
19,Volvo,XC90,66503,Weiblich
55,Nissan,Leaf,24336,Weiblich
33,Mazda,Mazda2,13623,Weiblich
44,Mitsubishi,ASX,15805,Männlich
72,Opel,Zafira,19812,Weiblich
21,Kia,Ceed,9699,Weiblich
38,Mitsubishi,ASX,14027,Männlich
38,Toyota,Land Cruiser,51257,Weiblich
29,Honda,Jazz,25287,Männlich
27,Volkswagen,Touareg,38039,Weiblich
69,Peugeot,308,6966,Weiblich
71,Citroen,C4,24486,Männlich
78,Jeep,Grand Cherokee,57157,Männlich
17,Hyundai,i30,14530,Männlich
72,BMW,2er,45911,Weiblich
58,Audi,A1,30345,Männlich
42,Ford,Kuga,28617,Männlich
62,Alfa Romeo,Stelvio,30242,Männlich
29,Mazda,Mazda6,13234,Männlich
37,Mitsubishi,Space Star,36273,Weiblich
16,Skoda,Scala,27013,Weiblich
73,BMW Motorrad,R1250GS,23434,Männlich
47,Toyota,Corolla,38837,Weiblich
76,Hyundai,Santa Fe,16859,Weiblich
34,Renault,Koleos,25790,Weiblich
31,Mercedes,B-Klasse,69726,Männlich
15,Jeep,Compass,19831,Männlich
50,Mercedes,V-Klasse,57497,Weiblich
29,Hyundai,i10,26715,Weiblich
61,Tesla,Model X,72398,Männlich
49,Citroen,C5,28114,Weiblich
78,Mercedes,GLA,51937,Weiblich
40,Land Rover,Range Rover,27460,Männlich
49,Opel,Grandland,23854,Weiblich
71,Renault,Megane,17272,Männlich
62,Mercedes,S-Klasse,27038,Weiblich
18,BMW Motorrad,R1200GS,12390,Männlich
79,Ford,Fiesta,18221,Männlich
66,Peugeot,3008,26165,Männlich
64,Nissan,Leaf,10098,Weiblich
26,Renault,Talisman,17397,Weiblich
26,Hyundai,i20,35792,Männlich
75,BMW,i3,88407,Weiblich
71,Jeep,Grand Cherokee,19787,Weiblich
78,Hyundai,Nexo,12017,Männlich
79,Skoda,Octavia,12352,Weiblich
60,Mazda,Mazda6,38845,Männlich
22,Opel,Grandland,21186,Weiblich
79,Tesla,Model Y,36278,Männlich
31,Tesla,Model S,38354,Weiblich
16,Volkswagen,Touran,35560,Weiblich
18,Tesla,Model Y,44088,Weiblich
80,Nissan,Leaf,33909,Weiblich
44,Alfa Romeo,Stelvio,40833,Männlich
22,Mazda,Mazda6,13423,Männlich
24,Skoda,Octavia,11356,Weiblich
21,BMW Motorrad,F900R,8200,Weiblich
67,Honda,Civic,9723,Männlich
21,Peugeot,5008,6422,Männlich
50,Porsche,911,164048,Weiblich
35,BMW,1er,29495,Weiblich
18,Nissan,Leaf,8433,Männlich
37,Mercedes,E-Klasse,142087,Männlich
50,Alfa Romeo,MiTo,71290,Männlich
42,Toyota,Corolla,12509,Männlich
38,Nissan,X-Trail,27304,Weiblich
58,Citroen,C3,8166,Männlich
63,Volvo,S60,17803,Männlich
57,Ford,Mondeo,26987,Männlich
34,Peugeot,308,14001,Weiblich
56,Volkswagen,Polo,64977,Weiblich
31,Toyota,Camry,23339,Weiblich
17,Toyota,Corolla,42683,Weiblich
46,Honda,Accord,28946,Männlich
54,BMW,X1,28426,Männlich
38,Mazda,Mazda6,23548,Weiblich
80,Kia,Niro,33076,Männlich
52,Audi,A3,75014,Männlich
51,Mazda,Mazda3,32855,Weiblich
19,Ford,Mondeo,19013,Weiblich
62,Peugeot,208,15781,Weiblich
75,Honda,Civic,10780,Weiblich
53,Kia,Seltos,38395,Weiblich
65,Citroen,C3,33633,Männlich
25,Renault,Kadjar,11933,Weiblich
22,Land Rover,Evoque,104690,Männlich
25,Subaru,XV,43885,Männlich
56,Audi,A8,69559,Männlich
41,Renault,Kadjar,11755,Weiblich
57,Opel,Zafira,19188,Weiblich
60,Citroen,C5 Aircross,10139,Männlich
45,Kia,Stonic,34590,Männlich
66,Subaru,XV,22004,Weiblich
23,Renault,Kadjar,21972,Männlich
22,Porsche,Taycan,91059,Männlich
17,Opel,Grandland,9811,Weiblich
38,Toyota,RAV4,39190,Männlich
39,Land Rover,Range Rover,98525,Männlich
39,Volkswagen,Polo,30627,Weiblich
